,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV
850,2015-12-23T00:00:00,12,0021500434,1610612762,UTA,Utah,12-15,13,25,20,27,0,0,0,0,0,0,0,0,0,0,85,0.413,0.857,0.35,14,40,19
851,2015-12-23T00:00:00,5,0021500427,1610612764,WAS,Washington,13-14,25,34,22,19,0,0,0,0,0,0,0,0,0,0,100,0.451,0.789,0.44,26,44,14
852,2015-12-23T00:00:00,13,0021500435,1610612747,LAL,Los Angeles,5-24,17,29,15,24,0,0,0,0,0,0,0,0,0,0,85,0.36,0.636,0.28,19,35,10
853,2015-12-23T00:00:00,3,0021500425,1610612758,SAC,Sacramento,12-17,30,34,20,24,0,0,0,0,0,0,0,0,0,0,108,0.517,0.75,0.174,28,49,16
854,2015-12-23T00:00:00,2,0021500424,1610612739,CLE,Cleveland,19-7,31,24,17,19,0,0,0,0,0,0,0,0,0,0,91,0.386,0.88,0.227,23,48,7
855,2015-12-23T00:00:00,2,0021500424,1610612752,NYK,New York,14-16,24,26,22,12,0,0,0,0,0,0,0,0,0,0,84,0.39,0.938,0.313,19,44,11
856,2015-12-23T00:00:00,1,0021500423,1610612766,CHA,Charlotte,15-13,21,19,22,27,0,0,0,0,0,0,0,0,0,0,89,0.358,0.719,0.286,19,44,16
857,2015-12-23T00:00:00,1,0021500423,1610612738,BOS,Boston,16-13,29,18,27,28,0,0,0,0,0,0,0,0,0,0,102,0.424,0.885,0.241,25,49,13
858,2015-12-23T00:00:00,13,0021500435,1610612760,OKC,Oklahoma City,20-9,27,30,35,28,0,0,0,0,0,0,0,0,0,0,120,0.537,0.765,0.263,23,61,15
859,2015-12-23T00:00:00,9,0021500431,1610612759,SAS,San Antonio,25-5,28,24,25,31,0,0,0,0,0,0,0,0,0,0,108,0.537,0.714,0.417,24,47,15
860,2015-12-23T00:00:00,12,0021500434,1610612744,GSW,Golden State,27-1,23,24,26,30,0,0,0,0,0,0,0,0,0,0,103,0.47,1.0,0.391,26,40,15
861,2015-12-23T00:00:00,8,0021500430,1610612755,PHI,Philadelphia,1-30,18,28,24,30,0,0,0,0,0,0,0,0,0,0,100,0.457,0.655,0.35,24,41,22
862,2015-12-23T00:00:00,4,0021500426,1610612753,ORL,Orlando,17-12,27,32,28,17,0,0,0,0,0,0,0,0,0,0,104,0.524,0.692,0.438,26,42,12
863,2015-12-23T00:00:00,4,0021500426,1610612745,HOU,Houston,15-15,33,20,21,27,0,0,0,0,0,0,0,0,0,0,101,0.494,0.706,0.241,19,36,11
864,2015-12-23T00:00:00,3,0021500425,1610612754,IND,Indiana,16-12,27,22,33,24,0,0,0,0,0,0,0,0,0,0,106,0.461,0.6,0.375,20,38,11
865,2015-12-23T00:00:00,8,0021500430,1610612749,MIL,Milwaukee,12-18,35,30,27,21,0,0,0,0,0,0,0,0,0,0,113,0.6,0.75,0.417,34,34,16
866,2015-12-23T00:00:00,6,0021500428,1610612742,DAL,Dallas,16-13,32,32,17,27,11,0,0,0,0,0,0,0,0,0,119,0.549,0.867,0.471,27,34,17
867,2015-12-23T00:00:00,6,0021500428,1610612751,BKN,Brooklyn,8-21,26,27,34,21,10,0,0,0,0,0,0,0,0,0,118,0.505,0.429,0.526,32,43,11
868,2015-12-23T00:00:00,7,0021500429,1610612765,DET,Detroit,17-13,26,19,22,33,0,0,0,0,0,0,0,0,0,0,100,0.427,0.515,0.333,18,46,14
869,2015-12-23T00:00:00,7,0021500429,1610612737,ATL,Atlanta,19-12,27,34,21,25,0,0,0,0,0,0,0,0,0,0,107,0.483,0.75,0.3,25,42,13
870,2015-12-25T00:00:00,1,0021500436,1610612748,MIA,Miami,17-11,27,15,21,15,16,0,0,0,0,0,0,0,0,0,94,0.398,0.667,0.231,19,57,17
871,2015-12-25T00:00:00,1,0021500436,1610612740,NOP,New Orleans,9-20,15,23,14,26,10,0,0,0,0,0,0,0,0,0,88,0.4,0.909,0.3,19,45,17
872,2015-12-25T00:00:00,2,0021500437,1610612760,OKC,Oklahoma City,20-10,26,26,16,28,0,0,0,0,0,0,0,0,0,0,96,0.385,0.696,0.25,20,48,13
873,2015-12-25T00:00:00,3,0021500438,1610612739,CLE,Cleveland,19-8,19,23,17,24,0,0,0,0,0,0,0,0,0,0,83,0.316,0.72,0.167,12,55,11
874,2015-12-25T00:00:00,3,0021500438,1610612744,GSW,Golden State,28-1,28,17,19,25,0,0,0,0,0,0,0,0,0,0,89,0.41,0.741,0.278,21,49,16
875,2015-12-25T00:00:00,2,0021500437,1610612741,CHI,Chicago,16-11,32,22,32,19,0,0,0,0,0,0,0,0,0,0,105,0.435,0.9,0.389,22,53,16
876,2015-12-25T00:00:00,5,0021500440,1610612747,LAL,Los Angeles,5-25,22,22,13,27,0,0,0,0,0,0,0,0,0,0,84,0.416,0.52,0.304,17,40,15
877,2015-12-25T00:00:00,5,0021500440,1610612746,LAC,LA,17-13,32,28,25,9,0,0,0,0,0,0,0,0,0,0,94,0.447,0.727,0.385,22,45,16
878,2015-12-25T00:00:00,4,0021500439,1610612745,HOU,Houston,16-15,25,13,23,27,0,0,0,0,0,0,0,0,0,0,88,0.432,0.654,0.467,23,42,17
879,2015-12-25T00:00:00,4,0021500439,1610612759,SAS,San Antonio,25-6,22,21,17,24,0,0,0,0,0,0,0,0,0,0,84,0.409,0.875,0.25,24,47,15
880,2015-12-26T00:00:00,8,0021500448,1610612754,IND,Indiana,17-12,21,22,23,36,0,0,0,0,0,0,0,0,0,0,102,0.5,0.929,0.346,25,39,21
881,2015-12-26T00:00:00,8,0021500448,1610612750,MIN,Minnesota,11-19,21,23,24,20,0,0,0,0,0,0,0,0,0,0,88,0.467,0.778,0.333,22,33,21
882,2015-12-26T00:00:00,9,0021500449,1610612741,CHI,Chicago,16-12,26,34,29,22,0,0,0,0,0,0,0,0,0,0,111,0.538,0.731,0.381,20,41,17
883,2015-12-26T00:00:00,9,0021500449,1610612742,DAL,Dallas,17-13,33,26,31,28,0,0,0,0,0,0,0,0,0,0,118,0.46,0.786,0.485,24,42,11
884,2015-12-26T00:00:00,10,0021500450,1610612743,DEN,Denver,12-18,20,22,23,21,0,0,0,0,0,0,0,0,0,0,86,0.442,0.833,0.278,25,36,15
885,2015-12-26T00:00:00,12,0021500452,1610612746,LAC,LA,18-13,18,30,31,30,0,0,0,0,0,0,0,0,0,0,109,0.481,0.833,0.5,24,34,12
886,2015-12-26T00:00:00,11,0021500451,1610612755,PHI,Philadelphia,2-30,29,22,34,26,0,0,0,0,0,0,0,0,0,0,111,0.481,0.852,0.444,20,48,21
887,2015-12-26T00:00:00,11,0021500451,1610612756,PHX,Phoenix,12-20,15,30,30,29,0,0,0,0,0,0,0,0,0,0,104,0.386,0.765,0.37,17,41,14
888,2015-12-26T00:00:00,7,0021500446,1610612765,DET,Detroit,17-14,24,22,15,32,0,0,0,0,0,0,0,0,0,0,93,0.385,0.68,0.24,16,51,15
889,2015-12-26T00:00:00,12,0021500452,1610612762,UTA,Utah,12-16,26,27,24,27,0,0,0,0,0,0,0,0,0,0,104,0.486,0.815,0.37,18,36,16
890,2015-12-26T00:00:00,13,0021500453,1610612739,CLE,Cleveland,19-9,12,22,25,17,0,0,0,0,0,0,0,0,0,0,76,0.364,0.6,0.355,21,42,17
891,2015-12-26T00:00:00,13,0021500453,1610612757,POR,Portland,12-20,34,29,27,15,0,0,0,0,0,0,0,0,0,0,105,0.461,0.737,0.409,28,49,8
892,2015-12-26T00:00:00,10,0021500450,1610612759,SAS,San Antonio,26-6,22,34,20,25,0,0,0,0,0,0,0,0,0,0,101,0.481,0.941,0.7,21,41,11
893,2015-12-26T00:00:00,7,0021500446,1610612738,BOS,Boston,17-13,25,26,25,23,0,0,0,0,0,0,0,0,0,0,99,0.464,0.739,0.174,20,47,14
894,2015-12-26T00:00:00,5,0021500445,1610612740,NOP,New Orleans,10-20,33,30,21,26,0,0,0,0,0,0,0,0,0,0,110,0.507,0.808,0.542,25,40,15
895,2015-12-26T00:00:00,6,0021500442,1610612752,NYK,New York,14-17,32,31,12,23,0,0,0,0,0,0,0,0,0,0,98,0.481,0.765,0.292,25,42,22
896,2015-12-26T00:00:00,6,0021500442,1610612737,ATL,Atlanta,20-12,22,38,27,30,0,0,0,0,0,0,0,0,0,0,117,0.534,0.833,0.333,33,37,9
897,2015-12-26T00:00:00,1,0021500447,1610612751,BKN,Brooklyn,8-22,26,24,27,19,0,0,0,0,0,0,0,0,0,0,96,0.483,0.313,0.294,24,50,19
898,2015-12-26T00:00:00,2,0021500441,1610612761,TOR,Toronto,19-12,22,34,20,35,0,0,0,0,0,0,0,0,0,0,111,0.519,0.737,0.448,31,44,8
899,2015-12-26T00:00:00,2,0021500441,1610612749,MIL,Milwaukee,12-19,17,35,27,11,0,0,0,0,0,0,0,0,0,0,90,0.42,0.889,0.429,25,38,13
900,2015-12-26T00:00:00,1,0021500447,1610612764,WAS,Washington,14-14,34,18,27,32,0,0,0,0,0,0,0,0,0,0,111,0.5,0.682,0.444,32,39,11
901,2015-12-26T00:00:00,3,0021500443,1610612763,MEM,Memphis,16-16,28,25,21,18,0,0,0,0,0,0,0,0,0,0,92,0.411,0.524,0.368,21,48,13
902,2015-12-26T00:00:00,4,0021500444,1610612748,MIA,Miami,18-11,20,24,25,39,0,0,0,0,0,0,0,0,0,0,108,0.494,0.957,0.5,22,38,8
903,2015-12-26T00:00:00,4,0021500444,1610612753,ORL,Orlando,17-13,24,32,20,25,0,0,0,0,0,0,0,0,0,0,101,0.544,0.462,0.474,31,34,9
904,2015-12-26T00:00:00,5,0021500445,1610612745,HOU,Houston,16-16,41,21,29,17,0,0,0,0,0,0,0,0,0,0,108,0.452,0.85,0.455,21,35,10
905,2015-12-26T00:00:00,3,0021500443,1610612766,CHA,Charlotte,16-13,30,23,21,24,0,0,0,0,0,0,0,0,0,0,98,0.406,0.875,0.438,21,43,16
906,2015-12-27T00:00:00,3,0021500456,1610612760,OKC,Oklahoma City,21-10,32,21,38,31,0,0,0,0,0,0,0,0,0,0,122,0.578,0.857,0.533,27,43,14
907,2015-12-27T00:00:00,4,0021500457,1610612758,SAC,Sacramento,12-18,30,21,29,14,0,0,0,0,0,0,0,0,0,0,94,0.395,0.806,0.375,22,43,22
908,2015-12-27T00:00:00,3,0021500456,1610612743,DEN,Denver,12-19,31,30,29,22,0,0,0,0,0,0,0,0,0,0,112,0.489,0.733,0.36,24,37,10
909,2015-12-27T00:00:00,2,0021500454,1610612738,BOS,Boston,18-13,22,29,26,23,0,0,0,0,0,0,0,0,0,0,100,0.424,0.69,0.4,18,51,10
910,2015-12-27T00:00:00,2,0021500454,1610612752,NYK,New York,14-18,18,23,24,26,0,0,0,0,0,0,0,0,0,0,91,0.371,0.875,0.211,15,48,13
911,2015-12-27T00:00:00,1,0021500455,1610612763,MEM,Memphis,17-16,32,27,33,20,0,0,0,0,0,0,0,0,0,0,112,0.563,0.727,0.375,30,41,10
912,2015-12-27T00:00:00,1,0021500455,1610612747,LAL,Los Angeles,5-26,23,23,28,22,0,0,0,0,0,0,0,0,0,0,96,0.381,0.75,0.276,16,46,13
913,2015-12-27T00:00:00,4,0021500457,1610612757,POR,Portland,13-20,29,20,31,18,0,0,0,0,0,0,0,0,0,0,98,0.413,0.75,0.303,19,52,18
914,2015-12-28T00:00:00,3,0021500460,1610612753,ORL,Orlando,18-13,25,25,25,29,0,0,0,0,0,0,0,0,0,0,104,0.549,0.636,0.412,28,37,9
915,2015-12-28T00:00:00,8,0021500465,1610612750,MIN,Minnesota,11-20,27,25,20,23,0,0,0,0,0,0,0,0,0,0,95,0.476,0.583,0.273,25,32,15
916,2015-12-28T00:00:00,10,0021500467,1610612755,PHI,Philadelphia,2-31,23,22,33,13,0,0,0,0,0,0,0,0,0,0,91,0.419,0.737,0.238,20,37,18
917,2015-12-28T00:00:00,10,0021500467,1610612762,UTA,Utah,13-16,37,21,20,17,0,0,0,0,0,0,0,0,0,0,95,0.333,0.889,0.269,13,53,15
918,2015-12-28T00:00:00,11,0021500468,1610612758,SAC,Sacramento,12-19,29,32,14,28,0,0,0,0,0,0,0,0,0,0,103,0.389,0.571,0.419,23,48,14
919,2015-12-28T00:00:00,9,0021500466,1610612756,PHX,Phoenix,12-21,30,24,19,24,0,0,0,0,0,0,0,0,0,0,97,0.456,0.7,0.44,20,44,16
920,2015-12-28T00:00:00,9,0021500466,1610612739,CLE,Cleveland,20-9,34,26,21,20,0,0,0,0,0,0,0,0,0,0,101,0.465,0.72,0.415,21,37,17
921,2015-12-28T00:00:00,8,0021500465,1610612759,SAS,San Antonio,27-6,26,24,26,25,0,0,0,0,0,0,0,0,0,0,101,0.514,0.786,0.294,25,36,16
922,2015-12-28T00:00:00,7,0021500464,1610612742,DAL,Dallas,18-13,34,26,19,24,0,0,0,0,0,0,0,0,0,0,103,0.452,0.654,0.455,25,34,4
923,2015-12-28T00:00:00,7,0021500464,1610612749,MIL,Milwaukee,12-20,24,27,21,21,0,0,0,0,0,0,0,0,0,0,93,0.481,0.867,0.286,14,52,17
924,2015-12-28T00:00:00,6,0021500463,1610612741,CHI,Chicago,17-12,23,26,29,26,0,0,0,0,0,0,0,0,0,0,104,0.46,0.667,0.381,23,49,10
925,2015-12-28T00:00:00,6,0021500463,1610612761,TOR,Toronto,19-13,32,20,21,24,0,0,0,0,0,0,0,0,0,0,97,0.432,0.625,0.3,23,46,7
926,2015-12-28T00:00:00,5,0021500462,1610612748,MIA,Miami,18-12,26,32,19,28,0,0,0,0,0,0,0,0,0,0,105,0.462,0.767,0.417,20,42,14
927,2015-12-28T00:00:00,4,0021500461,1610612764,WAS,Washington,14-15,20,26,25,20,0,0,0,0,0,0,0,0,0,0,91,0.391,0.667,0.292,19,45,16
928,2015-12-28T00:00:00,4,0021500461,1610612746,LAC,LA,19-13,34,25,27,22,0,0,0,0,0,0,0,0,0,0,108,0.526,0.76,0.304,23,37,16
929,2015-12-28T00:00:00,3,0021500460,1610612740,NOP,New Orleans,10-21,23,23,18,25,0,0,0,0,0,0,0,0,0,0,89,0.446,0.667,0.25,23,42,13
930,2015-12-28T00:00:00,5,0021500462,1610612751,BKN,Brooklyn,9-22,24,20,34,33,0,0,0,0,0,0,0,0,0,0,111,0.439,0.75,0.522,20,50,13
931,2015-12-28T00:00:00,2,0021500459,1610612737,ATL,Atlanta,20-13,27,13,28,19,0,0,0,0,0,0,0,0,0,0,87,0.419,0.76,0.24,16,44,20
932,2015-12-28T00:00:00,1,0021500458,1610612766,CHA,Charlotte,17-13,31,27,27,23,0,0,0,0,0,0,0,0,0,0,108,0.483,0.727,0.24,28,46,10
933,2015-12-28T00:00:00,1,0021500458,1610612747,LAL,Los Angeles,5-27,26,32,23,17,0,0,0,0,0,0,0,0,0,0,98,0.412,0.826,0.31,24,41,11
934,2015-12-28T00:00:00,11,0021500468,1610612744,GSW,Golden State,29-1,27,31,32,32,0,0,0,0,0,0,0,0,0,0,122,0.483,0.667,0.476,33,59,18
935,2015-12-28T00:00:00,2,0021500459,1610612754,IND,Indiana,18-12,21,31,22,19,0,0,0,0,0,0,0,0,0,0,93,0.437,0.556,0.269,9,40,14
936,2015-12-29T00:00:00,5,0021500473,1610612743,DEN,Denver,12-20,21,21,20,25,0,0,0,0,0,0,0,0,0,0,87,0.416,0.727,0.208,18,52,18
937,2015-12-29T00:00:00,5,0021500473,1610612739,CLE,Cleveland,21-9,26,27,19,21,0,0,0,0,0,0,0,0,0,0,93,0.442,0.591,0.182,17,44,12
938,2015-12-29T00:00:00,4,0021500472,1610612760,OKC,Oklahoma City,22-10,30,35,27,39,0,0,0,0,0,0,0,0,0,0,131,0.5,0.925,0.364,21,41,11
939,2015-12-29T00:00:00,4,0021500472,1610612749,MIL,Milwaukee,12-21,31,23,34,35,0,0,0,0,0,0,0,0,0,0,123,0.49,0.682,0.625,29,47,14
940,2015-12-29T00:00:00,3,0021500471,1610612748,MIA,Miami,18-13,30,17,15,21,7,0,0,0,0,0,0,0,0,0,90,0.443,0.5,0.379,23,38,14
941,2015-12-29T00:00:00,3,0021500471,1610612763,MEM,Memphis,18-16,26,21,22,14,16,0,0,0,0,0,0,0,0,0,99,0.437,0.95,0.267,25,46,8
942,2015-12-29T00:00:00,2,0021500470,1610612745,HOU,Houston,16-17,41,30,21,23,0,0,0,0,0,0,0,0,0,0,115,0.542,0.667,0.55,23,46,19
943,2015-12-29T00:00:00,2,0021500470,1610612737,ATL,Atlanta,21-13,25,31,29,36,0,0,0,0,0,0,0,0,0,0,121,0.434,0.84,0.341,27,45,12
944,2015-12-29T00:00:00,1,0021500469,1610612752,NYK,New York,15-18,25,25,29,29,0,0,0,0,0,0,0,0,0,0,108,0.544,0.824,0.5,23,36,10
945,2015-12-29T00:00:00,1,0021500469,1610612765,DET,Detroit,17-15,26,23,23,24,0,0,0,0,0,0,0,0,0,0,96,0.416,0.706,0.37,21,39,10
946,2015-12-30T00:00:00,9,0021500482,1610612757,POR,Portland,14-20,26,32,26,26,0,0,0,0,0,0,0,0,0,0,110,0.471,0.8,0.375,22,47,14
947,2015-12-30T00:00:00,6,0021500479,1610612750,MIN,Minnesota,12-20,19,19,24,32,0,0,0,0,0,0,0,0,0,0,94,0.468,0.63,0.5,27,47,10
948,2015-12-30T00:00:00,4,0021500477,1610612761,TOR,Toronto,20-13,28,24,25,17,0,0,0,0,0,0,0,0,0,0,94,0.341,0.821,0.25,14,55,16
949,2015-12-30T00:00:00,7,0021500480,1610612742,DAL,Dallas,19-13,27,33,27,27,0,0,0,0,0,0,0,0,0,0,114,0.512,0.8,0.519,20,52,15
950,2015-12-30T00:00:00,8,0021500481,1610612756,PHX,Phoenix,12-22,12,21,23,23,0,0,0,0,0,0,0,0,0,0,79,0.395,0.556,0.278,18,36,15
951,2015-12-30T00:00:00,8,0021500481,1610612759,SAS,San Antonio,28-6,32,29,23,28,0,0,0,0,0,0,0,0,0,0,112,0.566,0.606,0.429,26,46,13
952,2015-12-30T00:00:00,9,0021500482,1610612743,DEN,Denver,12-21,27,24,20,32,0,0,0,0,0,0,0,0,0,0,103,0.425,0.895,0.444,20,44,14
953,2015-12-30T00:00:00,6,0021500479,1610612762,UTA,Utah,13-17,13,18,21,28,0,0,0,0,0,0,0,0,0,0,80,0.35,0.7,0.256,15,44,19
954,2015-12-30T00:00:00,10,0021500483,1610612755,PHI,Philadelphia,3-31,30,27,28,25,0,0,0,0,0,0,0,0,0,0,110,0.426,0.618,0.29,23,53,13
955,2015-12-30T00:00:00,7,0021500480,1610612744,GSW,Golden State,29-2,21,21,26,23,0,0,0,0,0,0,0,0,0,0,91,0.407,0.75,0.368,20,37,12
956,2015-12-30T00:00:00,4,0021500477,1610612764,WAS,Washington,14-16,27,14,24,26,0,0,0,0,0,0,0,0,0,0,91,0.402,0.765,0.364,24,44,10
957,2015-12-30T00:00:00,3,0021500476,1610612738,BOS,Boston,18-14,27,29,22,26,0,0,0,0,0,0,0,0,0,0,104,0.432,0.84,0.259,23,45,10
958,2015-12-30T00:00:00,3,0021500476,1610612747,LAL,Los Angeles,6-27,24,34,31,23,0,0,0,0,0,0,0,0,0,0,112,0.457,0.739,0.474,22,52,10
959,2015-12-30T00:00:00,2,0021500475,1610612753,ORL,Orlando,19-13,26,19,23,32,0,0,0,0,0,0,0,0,0,0,100,0.439,0.905,0.346,21,50,16
960,2015-12-30T00:00:00,2,0021500475,1610612751,BKN,Brooklyn,9-23,26,26,21,20,0,0,0,0,0,0,0,0,0,0,93,0.422,0.909,0.15,23,37,12
961,2015-12-30T00:00:00,1,0021500474,1610612766,CHA,Charlotte,17-14,25,31,30,31,0,0,0,0,0,0,0,0,0,0,117,0.432,0.889,0.3,20,42,11
962,2015-12-30T00:00:00,1,0021500474,1610612746,LAC,LA,20-13,32,33,27,30,0,0,0,0,0,0,0,0,0,0,122,0.521,0.805,0.5,27,39,12
963,2015-12-30T00:00:00,5,0021500478,1610612741,CHI,Chicago,18-12,21,29,16,25,11,0,0,0,0,0,0,0,0,0,102,0.43,0.815,0.333,15,53,21
964,2015-12-30T00:00:00,10,0021500483,1610612758,SAC,Sacramento,12-20,31,26,24,24,0,0,0,0,0,0,0,0,0,0,105,0.486,0.61,0.32,23,46,22
965,2015-12-30T00:00:00,5,0021500478,1610612754,IND,Indiana,18-13,21,19,22,29,9,0,0,0,0,0,0,0,0,0,100,0.381,0.792,0.318,18,46,12
966,2015-12-31T00:00:00,2,0021500486,1610612750,MIN,Minnesota,12-21,22,15,33,20,0,0,0,0,0,0,0,0,0,0,90,0.407,0.789,0.357,22,36,15
967,2015-12-31T00:00:00,4,0021500487,1610612746,LAC,LA,21-13,20,30,21,24,0,0,0,0,0,0,0,0,0,0,95,0.389,0.789,0.294,24,47,12
968,2015-12-31T00:00:00,1,0021500484,1610612754,IND,Indiana,18-14,24,28,25,39,0,0,0,0,0,0,0,0,0,0,116,0.5,0.808,0.433,27,35,19
969,2015-12-31T00:00:00,1,0021500484,1610612749,MIL,Milwaukee,13-21,33,26,30,31,0,0,0,0,0,0,0,0,0,0,120,0.584,0.686,0.429,18,34,16
970,2015-12-31T00:00:00,3,0021500485,1610612744,GSW,Golden State,30-2,33,28,29,24,0,0,0,0,0,0,0,0,0,0,114,0.512,0.63,0.478,35,43,18
971,2015-12-31T00:00:00,3,0021500485,1610612745,HOU,Houston,16-18,30,29,23,28,0,0,0,0,0,0,0,0,0,0,110,0.462,0.897,0.4,21,33,15
972,2015-12-31T00:00:00,2,0021500486,1610612765,DET,Detroit,18-15,15,30,33,37,0,0,0,0,0,0,0,0,0,0,115,0.477,0.679,0.4,24,52,16
973,2015-12-31T00:00:00,4,0021500487,1610612740,NOP,New Orleans,10-22,25,23,15,26,0,0,0,0,0,0,0,0,0,0,89,0.439,0.667,0.28,21,42,15
974,2015-12-31T00:00:00,5,0021500488,1610612756,PHX,Phoenix,12-23,26,27,27,26,0,0,0,0,0,0,0,0,0,0,106,0.524,0.923,0.4,24,37,16
975,2015-12-31T00:00:00,5,0021500488,1610612760,OKC,Oklahoma City,23-10,28,26,33,23,0,0,0,0,0,0,0,0,0,0,110,0.525,0.792,0.333,29,37,13
976,2015-12-31T00:00:00,6,0021500489,1610612757,POR,Portland,14-21,25,14,32,25,0,0,0,0,0,0,0,0,0,0,96,0.449,0.714,0.444,19,39,10
977,2015-12-31T00:00:00,6,0021500489,1610612762,UTA,Utah,14-17,25,32,29,23,0,0,0,0,0,0,0,0,0,0,109,0.5,0.727,0.455,19,42,5
978,2016-01-01T00:00:00,1,0021500490,1610612753,ORL,Orlando,19-14,21,22,29,19,0,0,0,0,0,0,0,0,0,0,91,0.471,0.75,0.25,29,39,15
979,2016-01-01T00:00:00,3,0021500492,1610612766,CHA,Charlotte,17-15,28,27,27,12,0,0,0,0,0,0,0,0,0,0,94,0.4,0.889,0.313,15,43,10
980,2016-01-01T00:00:00,5,0021500494,1610612747,LAL,Los Angeles,7-27,21,19,22,31,0,0,0,0,0,0,0,0,0,0,93,0.379,0.759,0.313,17,50,10
981,2016-01-01T00:00:00,5,0021500494,1610612755,PHI,Philadelphia,3-32,21,20,19,24,0,0,0,0,0,0,0,0,0,0,84,0.369,0.72,0.167,21,50,16
982,2016-01-01T00:00:00,4,0021500493,1610612741,CHI,Chicago,19-12,34,22,21,31,0,0,0,0,0,0,0,0,0,0,108,0.459,0.8,0.625,27,54,7
983,2016-01-01T00:00:00,4,0021500493,1610612752,NYK,New York,15-19,18,32,23,8,0,0,0,0,0,0,0,0,0,0,81,0.369,0.765,0.316,16,42,11
984,2016-01-01T00:00:00,3,0021500492,1610612761,TOR,Toronto,21-13,29,26,19,30,0,0,0,0,0,0,0,0,0,0,104,0.396,0.944,0.455,21,54,13
985,2016-01-01T00:00:00,2,0021500491,1610612748,MIA,Miami,19-13,22,36,22,26,0,0,0,0,0,0,0,0,0,0,106,0.561,0.667,0.444,24,50,12
986,2016-01-01T00:00:00,2,0021500491,1610612742,DAL,Dallas,19-14,10,35,16,21,0,0,0,0,0,0,0,0,0,0,82,0.364,0.786,0.226,22,40,9
987,2016-01-01T00:00:00,1,0021500490,1610612764,WAS,Washington,15-16,24,24,24,31,0,0,0,0,0,0,0,0,0,0,103,0.467,0.9,0.308,25,46,9
988,2016-01-02T00:00:00,7,0021500501,1610612740,NOP,New Orleans,11-22,26,22,26,31,0,0,0,0,0,0,0,0,0,0,105,0.482,0.792,0.3,19,53,19
989,2016-01-02T00:00:00,7,0021500501,1610612742,DAL,Dallas,19-15,25,22,19,32,0,0,0,0,0,0,0,0,0,0,98,0.434,0.842,0.385,20,33,13
990,2016-01-02T00:00:00,8,0021500502,1610612745,HOU,Houston,16-19,27,28,17,31,0,0,0,0,0,0,0,0,0,0,103,0.5,0.606,0.409,26,37,15
991,2016-01-02T00:00:00,8,0021500502,1610612759,SAS,San Antonio,29-6,29,31,36,25,0,0,0,0,0,0,0,0,0,0,121,0.523,0.947,0.542,31,39,11
992,2016-01-02T00:00:00,1,0021500495,1610612738,BOS,Boston,18-15,29,26,16,26,0,0,0,0,0,0,0,0,0,0,97,0.386,0.786,0.219,17,51,14
993,2016-01-02T00:00:00,9,0021500503,1610612763,MEM,Memphis,18-17,25,20,24,15,3,0,0,0,0,0,0,0,0,0,87,0.407,0.538,0.389,17,40,11
994,2016-01-02T00:00:00,9,0021500503,1610612762,UTA,Utah,15-17,28,18,20,18,8,0,0,0,0,0,0,0,0,0,92,0.413,0.75,0.333,17,48,16
995,2016-01-02T00:00:00,10,0021500504,1610612744,GSW,Golden State,31-2,37,26,27,12,9,0,0,0,0,0,0,0,0,0,111,0.5,0.652,0.357,34,47,13
996,2016-01-02T00:00:00,6,0021500500,1610612750,MIN,Minnesota,12-22,28,19,23,15,0,0,0,0,0,0,0,0,0,0,85,0.393,0.667,0.214,19,47,16
997,2016-01-02T00:00:00,6,0021500500,1610612749,MIL,Milwaukee,14-21,15,29,28,23,0,0,0,0,0,0,0,0,0,0,95,0.427,0.821,0.5,20,48,13
998,2016-01-02T00:00:00,3,0021500497,1610612766,CHA,Charlotte,17-16,22,32,22,14,0,0,0,0,0,0,0,0,0,0,90,0.345,0.765,0.273,18,34,4
999,2016-01-02T00:00:00,5,0021500499,1610612753,ORL,Orlando,19-15,13,19,21,26,0,0,0,0,0,0,0,0,0,0,79,0.382,0.882,0.24,16,45,14
1000,2016-01-02T00:00:00,4,0021500498,1610612754,IND,Indiana,19-14,24,17,23,30,0,0,0,0,0,0,0,0,0,0,94,0.452,0.724,0.389,11,47,13
1001,2016-01-02T00:00:00,4,0021500498,1610612765,DET,Detroit,18-16,20,22,17,23,0,0,0,0,0,0,0,0,0,0,82,0.355,0.565,0.15,17,48,10
1002,2016-01-02T00:00:00,1,0021500495,1610612751,BKN,Brooklyn,10-23,31,25,25,19,0,0,0,0,0,0,0,0,0,0,100,0.409,0.955,0.167,23,50,14
1003,2016-01-02T00:00:00,3,0021500497,1610612760,OKC,Oklahoma City,24-10,34,32,21,22,0,0,0,0,0,0,0,0,0,0,109,0.443,0.811,0.391,20,53,12
1004,2016-01-02T00:00:00,11,0021500505,1610612755,PHI,Philadelphia,3-33,29,23,22,25,0,0,0,0,0,0,0,0,0,0,99,0.461,0.471,0.391,30,33,12
